,Faculty of MASSCOM and FSSR,Fakulti Sains Komputer & Matematik 1,Fakulti Sains Komputer & Matematik 2,Kolej Melati,Kolej Mawar ,Block B Faculty Of Applied Sciences,Kolej Seroja,Block C Faculty Of Applied Sciences,Kolej Delima 1,Kolej Delima 3,Kolej Delima 2 (Pusat Kokurikulum),Faculty of Art and Design,Perpustakaan Tun Abdul Razak 1,Taska UiTM Shah Alam,Dewan Platinum Kolej Melati,Dewan Mawar Qaseh,Unit Bengkel Kenderaan UiTM Shah Alam,"Jabatan Pengurusan Perolehan & Aset, Pejabat Bendahari UiTM Shah Alam",Akademi Pengajian Bahasa,Pintu Seksyen 2,Dataran Cendekiawan,Kolej Anggerik,Makmal Fakulti Kejuruteraan Kimia,Kompleks Kolam Renang UiTM Shah Alam,Fakulti Undang-Undang,Masjid Al-Wathiqu Billah Tuanku Mizan Zainal Abidin,Parking Canseleri,Canseleri Tuanku Syed Sirajuddin,Kompleks Kejuruteraan Elektrikal,Fakulti Kejuruteraan Kimia,Hotel UiTM Shah Alam,Kompleks Sukan UiTM Shah Alam,Kolej Perindu,Pusat Kokurikulum,Ibu Pejabat Polis Bantuan UiTM,Kolej Teratai 2,kolej Teratai,Kolej Teratai 3,Kolej Delima 2 (PB),UiTM Facilities Center,Faculty of Civil Engineering,Dewan Sri Budiman,Dewan Annexe,Menara Sultan Abdul Aziz Shah,Bahagian Pembangunan Organisasi,Jabatan Sain Ukur dan Geomatik,DKB,Block A Faculty of Applied Science,Block A Faculty Of Applied Sciences,DK Beta,DK Alfa,DK Delta,DK Gamma & DK Bestari,Block F Faculty Of Applied Sciences,irmi,Malaysian Institut Transport,MITRAN,National Design Centre,Budisiswa,Bangunan HEP,Faculty of Business,"Instititut Leadership, Quality",Ayub Arshad Graduate Business School,Gym Sport Recreation,Dewan Agung Tuanku Canselor,MTDC,Surau FSPU,AB1,AB3,AB2,Kafeteria Kolej Anggerik,Mamakteria Cafe,Pusat Kesihatan UiTM Shah Alam,Non Resident Office,Security Office,Register Office,Pos Polis Bantuan,Stor Sukan,Institut Pengajian Siswazah
Parking Canseleri,1.023011084,0.962403502,1.095659466,1.424749522,1.615067272,1.460360571,1.108159055,1.491689783,1.206055503,1.407084145,1.415830764,1.861076004,1.548172292,0.90446944,1.122739145,1.448293301,1.619622924,1.6320821,1.89876409,0.480338786,1.235231108,2.170265237,1.663339852,1.047896396,1.716550513,1.043103567,0,0.13478931,1.186448579,1.252880648,1.225321931,1.478019713,1.322747474,1.407084145,1.224600788,1.205513076,0.977619166,1.224600788,0.940681366,0.778865309,1.486570322,1.448000811,1.503348284,1.556149885,1.455578412,1.327071048,1.556149885,1.540278647,1.617454728,1.540278647,1.540278647,1.453948263,1.474360895,1.280059063,1.163530214,1.327071048,1.327071048,1.861076004,1.565793074,1.807783565,1.58147528,1.523913855,1.708211461,1.59714044,1.635049042,2.069030681,2.259707564,2.176423245,2.176423245,2.176423245,2.04657725,1.878798851,1.760003921,1.157989546,1.857967912,1.303583086,1.905875572,1.163530214,1.795018715
Canseleri Tuanku Syed Sirajuddin,0.92179415,0.861186568,0.994442532,1.323532588,1.513850337,1.359143636,1.006942121,1.390472848,1.104838569,1.30586721,1.31461383,1.759859069,1.446955358,0.803252506,1.02152221,1.347076367,1.518405989,1.530865166,1.797547156,0.379121852,1.134014174,2.069048302,1.562122918,0.946679462,1.615333579,0.941886632,0.13478931,0,1.085231645,1.151663713,1.124104996,1.376802779,1.22153054,1.30586721,1.123383854,1.104296142,0.876402232,1.123383854,0.839464431,0.677648374,1.385353387,1.346783876,1.40213135,1.45493295,1.354361477,1.225854113,1.45493295,1.439061713,1.516237794,1.439061713,1.439061713,1.352731328,1.37314396,1.178842128,1.06231328,1.225854113,1.225854113,1.759859069,1.46457614,1.706566631,1.480258345,1.422696921,1.606994526,1.495923506,1.533832107,1.967813747,2.15849063,2.075206311,2.075206311,2.075206311,1.945360316,1.777581917,1.658786986,1.056772612,1.756750978,1.202366152,1.804658638,1.06231328,1.69380178
Kompleks Kejuruteraan Elektrikal,0.413037037,0.417102653,0.277581666,0.662865231,0.872364279,1.398912899,1.433507184,1.430242111,0.809947318,0.927052922,0.935799541,2.246150317,1.686124015,0.552013375,0.617399723,0.841606095,0.727934083,0.74039326,1.17106712,0.967903973,0.556727059,1.462071254,1.056652645,0.651788212,1.655102841,0.981655895,1.186448579,1.085231645,0,0.247935808,1.712887118,0.997988491,1.261299802,0.927052922,0.719261366,0.59882587,0.581510982,0.719261366,0.544573181,0.717417636,0.481625482,1.833075124,1.888422597,1.941224198,1.840652725,1.397886521,1.941224198,1.478830975,1.556007056,1.478830975,1.478830975,1.392500591,1.412913223,1.218611391,1.339127891,1.397886521,1.397886521,2.246150317,1.703744797,1.783101256,1.520027607,1.462466183,1.646763789,1.535692768,1.573601369,1.588999458,1.541449252,1.468229263,1.468229263,1.468229263,1.338383268,1.005257827,0.968515116,0.652650124,1.377936689,1.658757028,1.15986275,1.339127891,1.733571042
Fakulti Kejuruteraan Kimia,0.473826454,0.495827263,0.356306276,0.685671267,0.895170315,1.465344967,1.499939253,1.496674179,0.888671928,0.949858958,0.958605578,2.312582385,1.752556083,0.630737984,0.640205759,0.864412131,0.75074012,0.763199296,1.193873157,1.034336041,0.579533096,1.484877291,1.079458682,0.730512821,1.721534909,1.048087963,1.252880648,1.151663713,0.247935808,0,1.779319186,1.020794527,1.320567587,0.949858958,0.742067403,0.621631906,0.660235591,0.742067403,0.62329779,0.783849705,0.502146971,1.899507192,1.954854666,2.007656266,1.907084793,1.464318589,2.007656266,1.545263043,1.622439124,1.545263043,1.545263043,1.458932659,1.479345291,1.285043459,1.40555996,1.464318589,1.464318589,2.312582385,1.770176865,1.849533325,1.586459676,1.528898251,1.713195857,1.594960553,1.632869155,1.611805495,1.564255288,1.491035299,1.491035299,1.491035299,1.361189304,1.028063864,0.991321152,0.675456161,1.400742726,1.725189096,1.182668786,1.40555996,1.800003111
Hotel UiTM Shah Alam,1.549449623,1.395503803,1.622098004,1.762476805,1.91075638,0.878970889,0.425700903,0.910300101,1.639155803,1.446816162,1.142066608,1.141931516,0.829027804,1.337569741,1.460466427,1.743982409,1.92218352,1.934642697,2.194453198,0.765408958,1.558379249,2.179864271,1.95902896,1.480996697,1.130199446,0.732748838,1.225321931,1.124104996,1.712887118,1.779319186,0,1.563019468,0.923277508,1.446816162,1.491827268,1.516280439,1.410719467,1.491827268,1.373781666,1.020568366,1.853202168,0.728856323,0.784203796,0.837005397,0.736433924,0.644612895,0.837005397,0.958888966,1.036065046,0.958888966,0.958888966,0.872558581,0.892971213,0.667905403,0.481072062,0.644612895,0.644612895,1.141931516,0.846648586,1.088639077,0.995124212,0.942524174,1.126821779,1.197670474,1.235579076,1.846589707,2.084674691,2.18602228,2.18602228,2.18602228,2.056176285,2.174487959,2.055693029,1.425216026,1.613829197,0.584438598,2.20156468,0.481072062,1.213629033
Kompleks Sukan UiTM Shah Alam,0.99516558,0.667101218,0.991122416,0.682599145,0.830878721,1.171014976,1.28212192,1.202344188,0.858857563,0.412206241,0.42095286,2.094765053,1.330695084,0.652819275,0.380588768,0.66410475,0.842305861,0.854765037,1.114575539,1.259475107,0.47850159,1.365825165,0.879151301,0.700698456,1.29967391,0.979784303,1.478019713,1.376802779,0.997988491,1.020794527,1.563019468,0,0.78291487,0.412206241,0.411949608,0.43640278,0.630421226,0.411949608,0.562646547,0.914132918,0.773324509,1.571999703,1.627347176,1.789838934,1.689267461,1.169988598,1.789838934,1.250933052,1.328109133,1.250933052,1.250933052,1.164602668,1.1850153,0.990713468,1.111229969,1.169988598,1.169988598,2.094765053,1.348315866,1.427672326,1.164598676,1.107037252,1.291334858,1.057307835,1.095216437,1.074152777,1.270635585,1.371983174,1.371983174,1.371983174,1.242137179,1.0946103,0.975815369,0.345338366,0.863090008,1.507371764,1.121687021,1.111229969,1.281363989
Kolej Perindu,1.097862307,0.942398872,1.170510689,0.982372206,1.130651781,0.416385278,0.64237996,0.44771449,1.158630623,0.666711563,0.36196201,1.455023093,0.547780214,0.88446481,0.680361828,0.963877811,1.142078922,1.154538098,1.363591039,1.104202868,0.77827465,1.256586763,1.178924361,1.000471517,0.516759041,0.340042343,1.322747474,1.22153054,1.261299802,1.320567587,0.923277508,0.78291487,0,0.666711563,0.711722669,0.73617584,0.930194287,0.711722669,0.862419608,0.620180732,1.07309757,0.789084833,0.844432306,1.150096974,1.049525501,0.530246638,1.150096974,0.496303354,0.573479435,0.496303354,0.496303354,0.40997297,0.430385602,0.350971508,0.471488008,0.530246638,0.530246638,1.455023093,0.565400996,0.644757456,0.381683807,0.324122382,0.508419988,0.274392966,0.312301567,0.923312199,1.161397183,1.262744772,1.262744772,1.262744772,1.132898777,1.39438336,1.27558843,0.645111427,0.690551688,0.867629804,1.421460082,0.471488008,0.498449119
Pusat Kokurikulum,0.924230011,0.59616565,0.920186847,0.611663577,0.759943152,1.054811669,1.165918614,1.086140882,0.787921994,0,0.304749554,1.978561746,1.214491778,0.581883707,0.309653199,0.593169182,0.771370292,0.783829469,1.04363997,1.188539538,0.407566021,1.249621859,0.808215732,0.629762888,1.183470604,0.863580997,1.407084145,1.30586721,0.927052922,0.949858958,1.446816162,0.412206241,0.666711563,0,0.34101404,0.365467211,0.559485658,0.34101404,0.491710978,0.843197349,0.702388941,1.455796397,1.51114387,1.673635627,1.573064155,1.053785292,1.673635627,1.134729746,1.211905827,1.134729746,1.134729746,1.048399361,1.068811993,0.874510161,0.995026662,1.053785292,1.053785292,1.978561746,1.23211256,1.311469019,1.04839537,0.990833946,1.175131551,0.941104529,0.979013131,0.957949471,1.154432279,1.255779868,1.255779868,1.255779868,1.125933873,1.023674731,0.904879801,0.274402798,0.746886702,1.391168457,1.050751453,0.995026662,1.165160682
Ibu Pejabat Polis Bantuan UiTM,0.741746655,0.413682293,0.73770349,0.403872021,0.57971946,1.099822775,1.210929719,1.131151987,0.627989823,0.34101404,0.349760659,2.023572852,1.259502883,0.39940035,0.101861644,0.412945489,0.5911466,0.603605777,0.863416278,1.006056182,0.214353607,1.134917425,0.62799204,0.469830716,1.228481709,0.908592102,1.224600788,1.123383854,0.719261366,0.742067403,1.491827268,0.411949608,0.711722669,0.34101404,0,0.184635575,0.399553486,0,0.283919423,0.660713993,0.494597385,1.500807502,1.556154975,1.718646733,1.61807526,1.098796397,1.718646733,1.179740851,1.256916932,1.179740851,1.179740851,1.093410467,1.113823099,0.919521267,1.040037768,1.098796397,1.098796397,2.023572852,1.277123665,1.356480125,1.093406476,1.035845051,1.220142657,0.986115634,1.024024236,1.002960576,1.199443384,1.141075433,1.141075433,1.141075433,1.011229438,0.843451039,0.724656109,0.066611242,0.791897807,1.436179563,0.87052776,1.040037768,1.210171788
Kolej Teratai 2,0.722658943,0.394594581,0.707196337,0.283436524,0.409554195,1.124275946,1.23538289,1.155605158,0.638246582,0.365467211,0.37421383,2.048026023,1.283956054,0.380312638,0.082773932,0.242780225,0.414109847,0.426569024,0.693251014,0.98696847,0.04209881,0.964752161,0.457826776,0.480087476,1.25293488,0.905864539,1.205513076,1.104296142,0.59882587,0.621631906,1.516280439,0.43640278,0.73617584,0.365467211,0.184635575,0,0.409810245,0.184635575,0.264831711,0.641626281,0.374161888,1.525260673,1.580608146,1.743099904,1.642528431,1.123249568,1.743099904,1.204194022,1.281370103,1.204194022,1.204194022,1.117863638,1.13827627,0.943974438,1.064490939,1.123249568,1.123249568,2.048026023,1.301576836,1.380933296,1.117859647,1.060298222,1.244595828,1.010568805,1.048477407,1.027413747,1.054194488,0.970910169,0.970910169,0.970910169,0.841064174,0.673285775,0.554490844,0.118024333,0.816350978,1.460632734,0.700362496,1.064490939,1.234624959
kolej Teratai,0.494765033,0.166700671,0.490721868,0.629046691,0.818482599,1.095227633,1.129821919,1.126556845,0.228436337,0.559485658,0.568232277,1.942465051,1.382438749,0.152418728,0.327036314,0.651708628,0.823920093,0.836379269,1.102179417,0.75907456,0.439528277,1.373680564,0.866755179,0.07027723,1.351417575,0.677970629,0.977619166,0.876402232,0.581510982,0.660235591,1.410719467,0.630421226,0.930194287,0.559485658,0.399553486,0.409810245,0,0.399553486,0.144978535,0.413732371,0.719772055,1.529389858,1.584737332,1.637538932,1.536967459,1.094201255,1.637538932,1.175145709,1.25232179,1.175145709,1.175145709,1.088815325,1.109227957,0.914926125,1.035442626,1.094201255,1.094201255,1.942465051,1.400059531,1.479415991,1.216342342,1.158780917,1.343078523,1.204587252,1.242495854,1.221432194,1.417915002,1.379838572,1.379838572,1.379838572,1.249992577,1.082214178,0.963419247,0.332942244,1.010369425,1.355071762,1.109290899,1.035442626,1.428643406
Kolej Teratai 3,0.741746655,0.413682293,0.73770349,0.403872021,0.57971946,1.099822775,1.210929719,1.131151987,0.627989823,0.34101404,0.349760659,2.023572852,1.259502883,0.39940035,0.101861644,0.412945489,0.5911466,0.603605777,0.863416278,1.006056182,0.214353607,1.134917425,0.62799204,0.469830716,1.228481709,0.908592102,1.224600788,1.123383854,0.719261366,0.742067403,1.491827268,0.411949608,0.711722669,0.34101404,0,0.184635575,0.399553486,0,0.283919423,0.660713993,0.494597385,1.500807502,1.556154975,1.718646733,1.61807526,1.098796397,1.718646733,1.179740851,1.256916932,1.179740851,1.179740851,1.093410467,1.113823099,0.919521267,1.040037768,1.098796397,1.098796397,2.023572852,1.277123665,1.356480125,1.093406476,1.035845051,1.220142657,0.986115634,1.024024236,1.002960576,1.199443384,1.141075433,1.141075433,1.141075433,1.011229438,0.843451039,0.724656109,0.066611242,0.791897807,1.436179563,0.87052776,1.040037768,1.210171788
Kolej Delima 2 (PB),0.457827232,0.129762871,0.453784068,0.484068156,0.674385906,1.058289832,1.092884118,1.089619044,0.373414871,0.491710978,0.500457598,1.90552725,1.345500948,0.115480928,0.182057779,0.507611936,0.678941558,0.691400734,0.958082725,0.722136759,0.294549743,1.229583871,0.722658486,0.215255765,1.314479775,0.641032828,0.940681366,0.839464431,0.544573181,0.62329779,1.373781666,0.562646547,0.862419608,0.491710978,0.283919423,0.264831711,0.144978535,0.283919423,0,0.37679457,0.57479352,1.492452058,1.547799531,1.600601131,1.500029659,1.057263454,1.600601131,1.138207909,1.215383989,1.138207909,1.138207909,1.051877524,1.072290156,0.877988324,0.998504825,1.057263454,1.057263454,1.90552725,1.36312173,1.44247819,1.179404541,1.121843117,1.306140722,1.136812573,1.174721175,1.153657515,1.319026199,1.23574188,1.23574188,1.23574188,1.105895885,0.938117485,0.819322555,0.217308181,0.942594746,1.318133961,0.965194207,0.998504825,1.360868726
UiTM Facilities Center,0.553980141,0.398516706,0.626628523,0.860862726,1.051180476,0.705076532,0.739670818,0.736405744,0.642168707,0.843197349,0.838969832,1.55231395,0.992287648,0.340582645,0.558852349,0.884406506,1.055736128,1.068195304,1.334877294,0.560320702,0.671344313,1.606378441,1.099453056,0.484009601,0.961266474,0.287819528,0.778865309,0.677648374,0.717417636,0.783849705,1.020568366,0.914132918,0.620180732,0.843197349,0.660713993,0.641626281,0.413732371,0.660713993,0.37679457,0,0.95158809,1.139238757,1.19458623,1.247387831,1.146816358,0.704050154,1.247387831,0.784994608,0.862170689,0.784994608,0.784994608,0.698664224,0.719076856,0.524775024,0.645291525,0.704050154,0.704050154,1.55231395,1.00990843,1.08926489,0.826191241,0.768629816,0.952927422,0.894573698,0.9324823,1.505143885,1.695820769,1.61253645,1.61253645,1.61253645,1.482690454,1.314912055,1.196117125,0.59410275,1.294081116,0.964920661,1.341988777,0.645291525,1.039734676
Faculty of Civil Engineering,0.707516127,0.704556391,0.589995949,0.43820125,0.58911548,1.461197676,1.57230462,1.492526888,0.948208392,0.702388941,0.71113556,2.384947753,1.620877784,0.690274448,0.392735741,0.565477548,0.444685284,0.457144461,0.887818322,1.268025715,0.332063078,1.178822456,0.780524099,0.790049285,1.58985661,1.215826349,1.486570322,1.385353387,0.481625482,0.502146971,1.853202168,0.773324509,1.07309757,0.702388941,0.494597385,0.374161888,0.719772055,0.494597385,0.57479352,0.95158809,0,1.862182403,1.917529876,2.080021634,1.979450161,1.460171298,2.080021634,1.541115752,1.618291833,1.541115752,1.541115752,1.454785368,1.475198,1.280896168,1.401412669,1.460171298,1.460171298,2.384947753,1.638498566,1.717855026,1.454781376,1.397219952,1.581517558,1.347490535,1.385399137,1.364335477,1.258200453,1.184980464,1.184980464,1.184980464,1.055134469,0.722009028,0.685266317,0.427986143,1.153272708,1.797554464,0.876613951,1.401412669,1.571546689
Dewan Sri Budiman,1.669637629,1.514174194,1.742286011,1.771457039,1.919736614,0.667177087,0.554038672,0.698506299,1.757826195,1.455796397,1.151046843,0.816492195,0.241304619,1.456240132,1.469446662,1.752962644,1.931163755,1.943622931,2.152675872,0.988087838,1.567359483,2.045671596,1.968009194,1.599667088,0.54247626,0.851419229,1.448000811,1.346783876,1.833075124,1.899507192,0.728856323,1.571999703,0.789084833,1.455796397,1.500807502,1.525260673,1.529389858,1.500807502,1.492452058,1.139238757,1.862182403,0,0.057364766,0.554125934,0.453554461,0.764732029,0.554125934,0.747095164,0.824271244,0.747095164,0.747095164,0.660764779,0.681177411,0.788024537,0.601191196,0.764732029,0.764732029,0.816492195,0.258925401,0.500915892,0.407401026,0.464962451,0.649260056,1.063477799,1.1013864,1.712397032,1.950482016,2.051829605,2.051829605,2.051829605,1.92198361,2.183468194,2.064673263,1.43419626,1.479636522,0.640457751,2.210544915,0.601191196,0.846019051
Dewan Annexe,1.724985102,1.569521667,1.797633484,1.826804512,1.975084087,0.72252456,0.609386145,0.753853772,1.813173668,1.51114387,1.206394316,0.871839668,0.296652092,1.511587605,1.524794135,1.808310117,1.986511228,1.998970404,2.208023345,1.043435312,1.622706957,2.101019069,2.023356668,1.655014562,0.597823733,0.906766703,1.503348284,1.40213135,1.888422597,1.954854666,0.784203796,1.627347176,0.844432306,1.51114387,1.556154975,1.580608146,1.584737332,1.556154975,1.547799531,1.19458623,1.917529876,0.057364766,0,0.609473407,0.508901934,0.820079502,0.609473407,0.802442637,0.879618718,0.802442637,0.802442637,0.716112252,0.736524884,0.84337201,0.656538669,0.820079502,0.820079502,0.871839668,0.314272874,0.556263365,0.4627485,0.520309924,0.704607529,1.118825272,1.156733873,1.767744505,2.005829489,2.107177078,2.107177078,2.107177078,1.977331083,2.238815667,2.120020736,1.489543733,1.534983995,0.695805224,2.265892388,0.656538669,0.901366525
Menara Sultan Abdul Aziz Shah,1.777786703,1.622323268,1.850435084,1.98929627,2.137575845,1.080169883,0.662187746,1.111499095,1.865975269,1.673635627,1.368886074,0.967201126,0.654297415,1.564389206,1.687285892,1.970801875,2.149002985,2.161462162,2.421272663,1.096236912,1.785198714,2.406683737,2.185848425,1.707816162,0.955469056,0.959568303,1.556149885,1.45493295,1.941224198,2.007656266,0.837005397,1.789838934,1.150096974,1.673635627,1.718646733,1.743099904,1.637538932,1.718646733,1.600601131,1.247387831,2.080021634,0.554125934,0.609473407,0,0.248576887,0.872881103,0,1.160087959,1.23726404,1.160087959,1.160087959,1.073757575,1.094170207,0.896173611,0.709340269,0.872881103,0.872881103,0.967201126,0.671918197,0.913908688,0.820393822,0.877955246,1.062252852,1.424489939,1.462398541,2.073409172,2.311494156,2.412841745,2.412841745,2.412841745,2.28299575,2.401307424,2.282512494,1.652035491,1.840648662,0.748606824,2.428384145,0.709340269,1.259011847
Bahagian Pembangunan Organisasi,1.67721523,1.521751795,1.749863612,1.888724797,2.037004372,0.97959841,0.561616273,1.010927622,1.765403796,1.573064155,1.268314601,0.866629654,0.553725942,1.463817733,1.58671442,1.870230402,2.048431513,2.060890689,2.320701191,0.995665439,1.684627241,2.306112264,2.085276952,1.607244689,0.854897583,0.85899683,1.455578412,1.354361477,1.840652725,1.907084793,0.736433924,1.689267461,1.049525501,1.573064155,1.61807526,1.642528431,1.536967459,1.61807526,1.500029659,1.146816358,1.979450161,0.453554461,0.508901934,0.248576887,0,0.77230963,0.248576887,1.059516487,1.136692567,1.059516487,1.059516487,0.973186102,0.993598734,0.795602138,0.608768796,0.77230963,0.77230963,0.866629654,0.571346724,0.813337215,0.719822349,0.777383774,0.961681379,1.323918466,1.361827068,1.972837699,2.210922684,2.312270272,2.312270272,2.312270272,2.182424277,2.300735951,2.181941021,1.551464018,1.740077189,0.648035352,2.327812673,0.608768796,1.158440374
Jabatan Sain Ukur dan Geomatik,1.234449026,1.078985591,1.307097408,1.369445934,1.517725509,0.456657457,0.370983145,0.487986669,1.322637592,1.053785292,0.749035738,1.177807222,0.743868573,1.021051529,1.067435557,1.350951539,1.52915265,1.541611826,1.801422328,0.867158076,1.165348379,1.786833401,1.56599809,1.164478485,0.7128474,0.416230626,1.327071048,1.225854113,1.397886521,1.464318589,0.644612895,1.169988598,0.530246638,1.053785292,1.098796397,1.123249568,1.094201255,1.098796397,1.057263454,0.704050154,1.460171298,0.764732029,0.820079502,0.872881103,0.77230963,0,0.872881103,0.536575534,0.613751614,0.536575534,0.536575534,0.450245149,0.470657781,0.245591971,0.163540834,0,0,1.177807222,0.761489355,0.840845815,0.577772166,0.520210742,0.704508347,0.804639604,0.842548205,1.453558837,1.691643821,1.79299141,1.79299141,1.79299141,1.663145415,1.781457089,1.662662158,1.032185155,1.220798326,0.590413933,1.80853381,0.163540834,0.791315601
DKB,1.777786703,1.622323268,1.850435084,1.98929627,2.137575845,1.080169883,0.662187746,1.111499095,1.865975269,1.673635627,1.368886074,0.967201126,0.654297415,1.564389206,1.687285892,1.970801875,2.149002985,2.161462162,2.421272663,1.096236912,1.785198714,2.406683737,2.185848425,1.707816162,0.955469056,0.959568303,1.556149885,1.45493295,1.941224198,2.007656266,0.837005397,1.789838934,1.150096974,1.673635627,1.718646733,1.743099904,1.637538932,1.718646733,1.600601131,1.247387831,2.080021634,0.554125934,0.609473407,0,0.248576887,0.872881103,0,1.160087959,1.23726404,1.160087959,1.160087959,1.073757575,1.094170207,0.896173611,0.709340269,0.872881103,0.872881103,0.967201126,0.671918197,0.913908688,0.820393822,0.877955246,1.062252852,1.424489939,1.462398541,2.073409172,2.311494156,2.412841745,2.412841745,2.412841745,2.28299575,2.401307424,2.282512494,1.652035491,1.840648662,0.748606824,2.428384145,0.709340269,1.259011847
Block A Faculty of Applied Science,1.31539348,1.159930045,1.388041862,1.450390388,1.598669964,0.079918077,0.685259215,0.048588864,1.403582046,1.134729746,0.829980192,1.422454221,0.505790545,1.101995983,1.148380011,1.431895993,1.610097104,1.62255628,1.859894393,1.181434146,1.246292833,1.752890117,1.646942544,1.245422939,0.474769371,0.49717508,1.540278647,1.439061713,1.478830975,1.545263043,0.958888966,1.250933052,0.496303354,1.134729746,1.179740851,1.204194022,1.175145709,1.179740851,1.138207909,0.784994608,1.541115752,0.747095164,0.802442637,1.160087959,1.059516487,0.536575534,1.160087959,0,0.325235389,0,0,0.113552472,0.093918401,0.357300403,0.477816904,0.536575534,0.536575534,1.422454221,0.523411327,0.602767786,0.339694137,0.282132713,0.466430319,0.77069632,0.808604921,1.419615553,1.657700537,1.759048126,1.759048126,1.759048126,1.629202131,1.862401543,1.743606612,1.113129609,1.186855043,0.904690003,1.889478264,0.477816904,0.553237572
Block A Faculty Of Applied Sciences,1.392569561,1.237106126,1.465217942,1.527566469,1.675846044,0.245317312,0.762435296,0.276646524,1.480758127,1.211905827,0.907156273,1.499630302,0.582966626,1.179172064,1.225556092,1.509072074,1.687273185,1.699732361,1.937070474,1.258610227,1.323468914,1.830066198,1.724118625,1.32259902,0.551945452,0.574351161,1.617454728,1.516237794,1.556007056,1.622439124,1.036065046,1.328109133,0.573479435,1.211905827,1.256916932,1.281370103,1.25232179,1.256916932,1.215383989,0.862170689,1.618291833,0.824271244,0.879618718,1.23726404,1.136692567,0.613751614,1.23726404,0.325235389,0,0.325235389,0.325235389,0.238905004,0.259317636,0.434476484,0.554992985,0.613751614,0.613751614,1.499630302,0.600587408,0.679943867,0.416870218,0.359308794,0.543606399,0.8478724,0.885781002,1.496791633,1.734876618,1.836224206,1.836224206,1.836224206,1.706378211,1.939577624,1.820782693,1.19030569,1.264031123,0.981866084,1.966654345,0.554992985,0.630413653
DK Beta,1.31539348,1.159930045,1.388041862,1.450390388,1.598669964,0.079918077,0.685259215,0.048588864,1.403582046,1.134729746,0.829980192,1.422454221,0.505790545,1.101995983,1.148380011,1.431895993,1.610097104,1.62255628,1.859894393,1.181434146,1.246292833,1.752890117,1.646942544,1.245422939,0.474769371,0.49717508,1.540278647,1.439061713,1.478830975,1.545263043,0.958888966,1.250933052,0.496303354,1.134729746,1.179740851,1.204194022,1.175145709,1.179740851,1.138207909,0.784994608,1.541115752,0.747095164,0.802442637,1.160087959,1.059516487,0.536575534,1.160087959,0,0.325235389,0,0,0.113552472,0.093918401,0.357300403,0.477816904,0.536575534,0.536575534,1.422454221,0.523411327,0.602767786,0.339694137,0.282132713,0.466430319,0.77069632,0.808604921,1.419615553,1.657700537,1.759048126,1.759048126,1.759048126,1.629202131,1.862401543,1.743606612,1.113129609,1.186855043,0.904690003,1.889478264,0.477816904,0.553237572
DK Alfa,1.31539348,1.159930045,1.388041862,1.450390388,1.598669964,0.079918077,0.685259215,0.048588864,1.403582046,1.134729746,0.829980192,1.422454221,0.505790545,1.101995983,1.148380011,1.431895993,1.610097104,1.62255628,1.859894393,1.181434146,1.246292833,1.752890117,1.646942544,1.245422939,0.474769371,0.49717508,1.540278647,1.439061713,1.478830975,1.545263043,0.958888966,1.250933052,0.496303354,1.134729746,1.179740851,1.204194022,1.175145709,1.179740851,1.138207909,0.784994608,1.541115752,0.747095164,0.802442637,1.160087959,1.059516487,0.536575534,1.160087959,0,0.325235389,0,0,0.113552472,0.093918401,0.357300403,0.477816904,0.536575534,0.536575534,1.422454221,0.523411327,0.602767786,0.339694137,0.282132713,0.466430319,0.77069632,0.808604921,1.419615553,1.657700537,1.759048126,1.759048126,1.759048126,1.629202131,1.862401543,1.743606612,1.113129609,1.186855043,0.904690003,1.889478264,0.477816904,0.553237572
DK Delta,1.229063095,1.073599661,1.301711477,1.364060004,1.512339579,0.033634395,0.598928831,0.064963608,1.317251661,1.048399361,0.743649808,1.336123836,0.41946016,1.015665599,1.062049626,1.345565609,1.523766719,1.536225896,1.773564008,1.095103761,1.159962448,1.666559733,1.560612159,1.159092555,0.388438987,0.410844696,1.453948263,1.352731328,1.392500591,1.458932659,0.872558581,1.164602668,0.40997297,1.048399361,1.093410467,1.117863638,1.088815325,1.093410467,1.051877524,0.698664224,1.454785368,0.660764779,0.716112252,1.073757575,0.973186102,0.450245149,1.073757575,0.113552472,0.238905004,0.113552472,0.113552472,0,0.047634719,0.270970019,0.39148652,0.450245149,0.450245149,1.336123836,0.437080942,0.516437402,0.253363753,0.195802328,0.380099934,0.684365935,0.722274537,1.333285168,1.571370152,1.672717741,1.672717741,1.672717741,1.542871746,1.776071158,1.657276228,1.026799225,1.100524658,0.818359619,1.80314788,0.39148652,0.466907188
